subject,predicate,object,src_url
15,의존트리깊이,0.0,https://ko.wikipedia.org/wiki/%EC%9D%B8%ED%84%B0%EB%84%B7_%EC%86%8D%EC%96%B4
16,어휘다양성,0.8846,https://ko.wikipedia.org/wiki/%ED%91%9C%EC%A4%80%EC%96%B4
16,오타율,0.6154,https://ko.wikipedia.org/wiki/%ED%91%9C%EC%A4%80%EC%96%B4
16,수동태사용,0,https://ko.wikipedia.org/wiki/%ED%91%9C%EC%A4%80%EC%96%B4
16,정중체사용,0,https://ko.wikipedia.org/wiki/%ED%91%9C%EC%A4%80%EC%96%B4
16,구어체종결어미,0,https://ko.wikipedia.org/wiki/%ED%91%9C%EC%A4%80%EC%96%B4
16,접속사과다,0,https://ko.wikipedia.org/wiki/%ED%91%9C%EC%A4%80%EC%96%B4
16,의문문사용,0,https://ko.wikipedia.org/wiki/%ED%91%9C%EC%A4%80%EC%96%B4
16,감탄문사용,0,https://ko.wikipedia.org/wiki/%ED%91%9C%EC%A4%80%EC%96%B4
16,POS3gram,NOUN-PUNCT-NOUN:2,https://ko.wikipedia.org/wiki/%ED%91%9C%EC%A4%80%EC%96%B4
16,POS3gram,PUNCT-NOUN-PUNCT:2,https://ko.wikipedia.org/wiki/%ED%91%9C%EC%A4%80%EC%96%B4
16,POS3gram,NOUN-PUNCT-PROPN:1,https://ko.wikipedia.org/wiki/%ED%91%9C%EC%A4%80%EC%96%B4
16,의존트리깊이,0.0,https://ko.wikipedia.org/wiki/%ED%91%9C%EC%A4%80%EC%96%B4
17,어휘다양성,1.0,https://ko.wikipedia.org/wiki/%ED%91%9C%EC%A4%80%EC%96%B4
17,오타율,1.0,https://ko.wikipedia.org/wiki/%ED%91%9C%EC%A4%80%EC%96%B4
17,수동태사용,0,https://ko.wikipedia.org/wiki/%ED%91%9C%EC%A4%80%EC%96%B4
17,정중체사용,0,https://ko.wikipedia.org/wiki/%ED%91%9C%EC%A4%80%EC%96%B4
17,구어체종결어미,0,https://ko.wikipedia.org/wiki/%ED%91%9C%EC%A4%80%EC%96%B4
17,접속사과다,0,https://ko.wikipedia.org/wiki/%ED%91%9C%EC%A4%80%EC%96%B4
17,의문문사용,0,https://ko.wikipedia.org/wiki/%ED%91%9C%EC%A4%80%EC%96%B4
17,감탄문사용,0,https://ko.wikipedia.org/wiki/%ED%91%9C%EC%A4%80%EC%96%B4
17,POS3gram,VERB-NOUN-VERB:2,https://ko.wikipedia.org/wiki/%ED%91%9C%EC%A4%80%EC%96%B4
17,POS3gram,NOUN-VERB-NOUN:1,https://ko.wikipedia.org/wiki/%ED%91%9C%EC%A4%80%EC%96%B4
17,의존트리깊이,0.0,https://ko.wikipedia.org/wiki/%ED%91%9C%EC%A4%80%EC%96%B4
18,어휘다양성,1.0,https://ko.wikipedia.org/wiki/%ED%91%9C%EC%A4%80%EC%96%B4
18,오타율,1.0,https://ko.wikipedia.org/wiki/%ED%91%9C%EC%A4%80%EC%96%B4
18,수동태사용,0,https://ko.wikipedia.org/wiki/%ED%91%9C%EC%A4%80%EC%96%B4
18,정중체사용,0,https://ko.wikipedia.org/wiki/%ED%91%9C%EC%A4%80%EC%96%B4
18,구어체종결어미,0,https://ko.wikipedia.org/wiki/%ED%91%9C%EC%A4%80%EC%96%B4
